DATASET_ID,COMMENT,FIELD,FORMAT,LINK,MIME_TYPE,TITLE
17,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=e2bfbeec4fd6444d9e6afad3069c1ff4,,Cultural Features Polygon - 50k
17,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Culture_and_Heritage/Cultural_Features_Polygon_50k/,,Cultural Features Polygon - 50k
17,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/e2bfbeec4fd6444d9e6afad3069c1ff4/info/metadata/metadata.xml?format=default&amp;output=html,,Cultural Features Polygon - 50k
18,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=fc0f3c1c07c141b9809f0b6bfdbbc512,,Cultural Features Polygon - 250k
18,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Culture_and_Heritage/Cultural_Features_Polygon_250k/,,Cultural Features Polygon - 250k
18,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/fc0f3c1c07c141b9809f0b6bfdbbc512/info/metadata/metadata.xml?format=default&amp;output=html,,Cultural Features Polygon - 250k
19,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=18e180272dae4d91b9f85182f026bf3b,,Cultural Features Point - 50k
19,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Culture_and_Heritage/Cultural_Features_Point_50k/,,Cultural Features Point - 50k
19,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/18e180272dae4d91b9f85182f026bf3b/info/metadata/metadata.xml?format=default&amp;output=html,,Cultural Features Point - 50k
20,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=b9ed83aadb414a9aa1c9df49d1e980cb,,Cultural Features Point - 250k
20,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Culture_and_Heritage/Cultural_Features_Point_250k/,,Cultural Features Point - 250k
20,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/b9ed83aadb414a9aa1c9df49d1e980cb/info/metadata/metadata.xml?format=default&amp;output=html,,Cultural Features Point - 250k
21,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=1daba096b36444f487542140caf233f4,,Railroads - 50k - Canvec
21,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Transportation/Railroads_50k_Canvec/,,Railroads - 50k - Canvec
21,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/1daba096b36444f487542140caf233f4/info/metadata/metadata.xml?format=default&amp;output=html,,Railroads - 50k - Canvec
22,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=1e00aa3e7deb400e9d0dcfbcc66ac218,,Geographic Graticules
22,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Reference/Geographic_Graticules/,,Geographic Graticules
22,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/1e00aa3e7deb400e9d0dcfbcc66ac218/info/metadata/metadata.xml?format=default&amp;output=html,,Geographic Graticules
23,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=27989fb1cd1c4f4f8844d313d61c1b0d,,Ice and Snow - 1M
23,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Ice_and_Snow_1M/,,Ice and Snow - 1M
23,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/27989fb1cd1c4f4f8844d313d61c1b0d/info/metadata/metadata.xml?format=default&amp;output=html,,Ice and Snow - 1M
24,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=9c4d07e833174628be55f69bdb220336,,NTS Index - 10k
24,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Reference/NTS_Index_10k/,,NTS Index - 10k
24,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/9c4d07e833174628be55f69bdb220336/info/metadata/metadata.xml?format=default&amp;output=html,,NTS Index - 10k
25,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=4cbb7e7c005c4633b122714878059c17,,NTS Index - 50k
25,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Reference/NTS_Index_50k/,,NTS Index - 50k
25,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/4cbb7e7c005c4633b122714878059c17/info/metadata/metadata.xml?format=default&amp;output=html,,NTS Index - 50k
26,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=48efee5b15db4547bb4c60a1db5614ad,,NTS Index - 250k
26,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Reference/NTS_Index_250k/,,NTS Index - 250k
26,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/48efee5b15db4547bb4c60a1db5614ad/info/metadata/metadata.xml?format=default&amp;output=html,,NTS Index - 250k
27,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=57ed1ea4673d4ad2ab47c091df6a3fdc,,Places - 1M
27,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Places_1M/,,Places - 1M
27,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/57ed1ea4673d4ad2ab47c091df6a3fdc/info/metadata/metadata.xml?format=default&amp;output=html,,Places - 1M
28,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=322b6cf3fa1444c289a1d611a4778ead,,Roads - 1M
28,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Transportation/Roads_1M/,,Roads - 1M
28,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/322b6cf3fa1444c289a1d611a4778ead/info/metadata/metadata.xml?format=default&amp;output=html,,Roads - 1M
29,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=cb8fc7968b774670a8496b2f1f112a36,,Trails - 50k
29,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Transportation/Trails_50k/,,Trails - 50k
29,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/cb8fc7968b774670a8496b2f1f112a36/info/metadata/metadata.xml?format=default&amp;output=html,,Trails - 50k
30,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=3773f83d11324c039a44c37b22b88bdb,,Trails - 250k
30,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Transportation/Trails_250k/,,Trails - 250k
30,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/3773f83d11324c039a44c37b22b88bdb/info/metadata/metadata.xml?format=default&amp;output=html,,Trails - 250k
31,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=488c3876d6bf47599c19d60f56b1cf20,,UTM Zones
31,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Reference/UTM_Zones/,,UTM Zones
31,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/488c3876d6bf47599c19d60f56b1cf20/info/metadata/metadata.xml?format=default&amp;output=html,,UTM Zones
32,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=7ed2f56f8ab24732aa569fb5e5c37cc6,,Water - 2M
32,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Water_2M/,,Water - 2M
32,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/7ed2f56f8ab24732aa569fb5e5c37cc6/info/metadata/metadata.xml?format=default&amp;output=html,,Water - 2M
33,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=280637d18eb449cd883f1a668f49f145,,Waterbodies - 1M
33,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Waterbodies_1M/,,Waterbodies - 1M
33,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/280637d18eb449cd883f1a668f49f145/info/metadata/metadata.xml?format=default&amp;output=html,,Waterbodies - 1M
34,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=764bebddc400438cafd1cf34ccdccf01,,Watercourses - 1M
34,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Watercourses_1M/,,Watercourses - 1M
34,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/764bebddc400438cafd1cf34ccdccf01/info/metadata/metadata.xml?format=default&amp;output=html,,Watercourses - 1M
35,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=d98f5450702245708a7f90b38840b01a,,Watercourses - Whitehorse - 10k
35,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Watercourses_Whitehorse_10k/,,Watercourses - Whitehorse - 10k
35,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/d98f5450702245708a7f90b38840b01a/info/metadata/metadata.xml?format=default&amp;output=html,,Watercourses - Whitehorse - 10k
36,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=315d9f7048554bb8b91ad18cb27ec14e,,Watersheds - 1M
36,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Biophysical/Watersheds_1M/,,Watersheds - 1M
36,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/315d9f7048554bb8b91ad18cb27ec14e/info/metadata/metadata.xml?format=default&amp;output=html,,Watersheds - 1M
37,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=f99d1dbabc4e4ee3896952e663088d43,,Whitehorse Trails - 10k
37,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Transportation/Whitehorse_Trails_10k/,,Whitehorse Trails - 10k
37,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/f99d1dbabc4e4ee3896952e663088d43/info/metadata/metadata.xml?format=default&amp;output=html,,Whitehorse Trails - 10k
38,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=62e008b08f864bd68a0d9e9507cf3090,,Attack bases
38,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Emergency_Management/Attack_Bases/,,Attack bases
38,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/62e008b08f864bd68a0d9e9507cf3090/info/metadata/metadata.xml?format=default&amp;output=html,,Attack bases
39,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=f91870062ef2413eb3b0a642eeaba28d,,Ecoregions 1995 - 1M
39,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Biophysical/Ecoregions_1995_1M/,,Ecoregions 1995 - 1M
39,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/f91870062ef2413eb3b0a642eeaba28d/info/metadata/metadata.xml?format=default&amp;output=html,,Ecoregions 1995 - 1M
40,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=f9588f95c62e4bf69ef02145d91c92ab,,Fire history
40,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Emergency_Management/Fire_History/,,Fire history
40,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/f9588f95c62e4bf69ef02145d91c92ab/info/metadata/metadata.xml?format=default&amp;output=html,,Fire history
41,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=8d8e0dbd229544b8bcec3492e345d933,,Fire Management Zones
41,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Emergency_Management/Fire_Management_Zones/,,Fire Management Zones
41,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/8d8e0dbd229544b8bcec3492e345d933/info/metadata/metadata.xml?format=default&amp;output=html,,Fire Management Zones
42,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=180410825beb4086ab562b54989e1339,,Hydro Energy
42,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Utilities_and_Communication/Hydro_Energy/,,Hydro Energy
42,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/180410825beb4086ab562b54989e1339/info/metadata/metadata.xml?format=default&amp;output=html,,Hydro Energy
43,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=fb2b1c480def4c0a8ad6706f6c9c9a4a,,Spot Heights - 1M
43,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Elevation/Spot_Heights_1M/,,Spot Heights - 1M
43,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/fb2b1c480def4c0a8ad6706f6c9c9a4a/info/metadata/metadata.xml?format=default&amp;output=html,,Spot Heights - 1M
44,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=79fa18184ca74b7f870859af0f86801f,,Wind Energy
44,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Utilities_and_Communication/Wind_Energy/,,Wind Energy
44,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/79fa18184ca74b7f870859af0f86801f/info/metadata/metadata.xml?format=default&amp;output=html,,Wind Energy
45,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=c271094c3c4a4c949fec8230130b5601,,YEC Power distribution lines
45,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Utilities_and_Communication/YEC_Power_Distribution_Lines/,,YEC Power distribution lines
45,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/c271094c3c4a4c949fec8230130b5601/info/metadata/metadata.xml?format=default&amp;output=html,,YEC Power distribution lines
46,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=0adbe1965c154e4dbec92e81e3969dfd,,YEC Power generating stations
46,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Utilities_and_Communication/YEC_Power_Generating_Stations/,,YEC Power generating stations
46,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/0adbe1965c154e4dbec92e81e3969dfd/info/metadata/metadata.xml?format=default&amp;output=html,,YEC Power generating stations
47,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=1322ee9fef1c40559e5ac5ec2f2dc3ea,,YEC Power lines
47,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Utilities_and_Communication/YEC_Power_Lines/,,YEC Power lines
47,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/1322ee9fef1c40559e5ac5ec2f2dc3ea/info/metadata/metadata.xml?format=default&amp;output=html,,YEC Power lines
48,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=373c74ec6b294361964eac7b6b63c37b,,YEC Power substations
48,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Utilities_and_Communication/YEC_Power_Substations/,,YEC Power substations
48,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/373c74ec6b294361964eac7b6b63c37b/info/metadata/metadata.xml?format=default&amp;output=html,,YEC Power substations
49,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=902878e3b38b4b6ca8c93d5f1d024ca7,,Yukon Communities
49,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Reference/Yukon_Communities/,,Yukon Communities
49,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/902878e3b38b4b6ca8c93d5f1d024ca7/info/metadata/metadata.xml?format=default&amp;output=html,,Yukon Communities
50,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=71d5b453a69b4e85b790f9fb9cc94663,,Trails - 50k - Canvec
50,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Transportation/Trails_50k_Canvec/,,Trails - 50k - Canvec
50,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/71d5b453a69b4e85b790f9fb9cc94663/info/metadata/metadata.xml?format=default&amp;output=html,,Trails - 50k - Canvec
51,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=884c18e921a04adfb038bcb5483cb0a5,,Waterbodies - 250k - Canvec
51,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Waterbodies_250k_Canvec/,,Waterbodies - 250k - Canvec
51,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/884c18e921a04adfb038bcb5483cb0a5/info/metadata/metadata.xml?format=default&amp;output=html,,Waterbodies - 250k - Canvec
52,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=a97d253ed410451ea27c2dcea8cc8c4c,,Watercourses - 250k - Canvec
52,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Watercourses_250k_Canvec/,,Watercourses - 250k - Canvec
52,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/a97d253ed410451ea27c2dcea8cc8c4c/info/metadata/metadata.xml?format=default&amp;output=html,,Watercourses - 250k - Canvec
53,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=7d2acc6ce21c4a8faf2459669ba8d1b9,,Watercourses - 50k - Canvec
53,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Watercourses_50k_Canvec/,,Watercourses - 50k - Canvec
53,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/7d2acc6ce21c4a8faf2459669ba8d1b9/info/metadata/metadata.xml?format=default&amp;output=html,,Watercourses - 50k - Canvec
54,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=5a89c3fdd4ab47e181d44f18a257cf41,,Roads - 250k - Canvec
54,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Transportation/Roads_250k_Canvec/,,Roads - 250k - Canvec
54,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/5a89c3fdd4ab47e181d44f18a257cf41/info/metadata/metadata.xml?format=default&amp;output=html,,Roads - 250k - Canvec
55,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=3e2a57f85072456598461f36a77286c7,,Roads - 50k - Canvec
55,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Transportation/Roads_50k_Canvec/,,Roads - 50k - Canvec
55,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/de584e8a567b469595d7593709b1a10e/info/metadata/metadata.xml?format=default&amp;output=html,,Roads - 50k - Canvec
56,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=96f8bdd9ee40490bb7d6f726afc6032d,,Trails - 250k - Canvec
56,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Transportation/Trails_250k_Canvec/,,Trails - 250k - Canvec
56,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/96f8bdd9ee40490bb7d6f726afc6032d/info/metadata/metadata.xml?format=default&amp;output=html,,Trails - 250k - Canvec
57,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=6aadb762687a4f23890d8ab2a8397720,,Geographic Place Names Point - 50k - Canvec
57,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Reference/Geographic_Place_Names_Point_50k_Canvec/,,Geographic Place Names Point - 50k - Canvec
57,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/6aadb762687a4f23890d8ab2a8397720/info/metadata/metadata.xml?format=default&amp;output=html,,Geographic Place Names Point - 50k - Canvec
58,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=e3c16ab482c44fbbbc5608368939416e,,Ice and Snow - 50k - Canvec
58,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Ice_and_Snow_50k_Canvec/,,Ice and Snow - 50k - Canvec
58,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/e3c16ab482c44fbbbc5608368939416e/info/metadata/metadata.xml?format=default&amp;output=html,,Ice and Snow - 50k - Canvec
59,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=0a1bf60e7d9b437abb4f422dc62a9fe1,,Railroads - 250k - Canvec
59,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Transportation/Railroads_250k_Canvec/,,Railroads - 250k - Canvec
59,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/0a1bf60e7d9b437abb4f422dc62a9fe1/info/metadata/metadata.xml?format=default&amp;output=html,,Railroads - 250k - Canvec
60,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=c37de6eb6c74438a82a5242ec0ba2e9c,,Contours - 50k - Canvec
60,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Elevation/Contours_50k_Canvec/,,Contours - 50k - Canvec
60,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/c37de6eb6c74438a82a5242ec0ba2e9c/info/metadata/metadata.xml?format=default&amp;output=html,,Contours - 50k - Canvec
61,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=e09f12c2a9924eb79150efceccf7b639,,Water Obstacles Line - 50k - Canvec
61,,API,ftp,https://map-data.service.yukon.ca/GeoYukon/Base/Water_Obstacles_Line_50k_Canvec/,,Water Obstacles Line - 50k - Canvec
61,,API,xml,https://yukon.maps.arcgis.com/sharing/rest/content/items/e09f12c2a9924eb79150efceccf7b639/info/metadata/metadata.xml?format=default&amp;output=html,,Water Obstacles Line - 50k - Canvec
62,,API,html,https://yukon.maps.arcgis.com/home/item.html?id=a8229d2a59fe4e0496bbec32daf31b71,,Landform Features Polygon - 50k - Canvec
