schema_type,title,notes,organization_title,language,license_id,privacy_impact_assessment_number,date_of_approval,metadata_created,metadata_modified,dkan_uri,dkan_node_id
pia-summaries,Questica Budget System,"This project delivers a corporate system to produce the Government of Yukon budget. The implementation of the budget system is intended to improve government budget processes. Currently, departments submit spreadsheets to the Management Board Secretariat for analysis and compilation. The Management Board Secretariat deals with approximately forty separate spreadsheets, some with twenty iterations for individual departments. Challenges include substantial time for manual verification of multiple data sources, long turnaround times for analysis, difficulty in running scenarios and reports, a lack of real-time feedback to departments and Management Board, and staff overtime to handle last-minute changes.

With budget data housed in a single system, we expect to eliminate administrative time-consuming tasks such as re-typing and reconciling different versions; thereby improving data accuracy and shifting available time to provide improved analysis and advice to Management Board and client departments. YG's Questica Budget System will implement operating module, salaries module, financial statements module, budget book module, capital module, and performance module. The system will help standardize processes, calculations, and reports, to improve consistency across departments and make it easier for finance staff to be trained and transition across departments. The role-based access and audit logs will help improve security and accountability for financial and personal information.",Finance,,OGL-Yukon-2.0,FIN-PIA-2019-01,2019-10-29,2022-07-22 13:55:53,2022-07-22 13:55:53,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/questica-budget-system,56637
pia-summaries,Online Rural Property Taxation Form,"This project is to update the online payment form for rural property taxes through the Property Assessment and Taxation (PAT) branch of Community Services. The updated form will allow individuals to use any electronic device (computer, laptop, mobile device, etc.) to access the form and submit payments online. At the time of payment, eligible individuals may also claim their Home Owner Grant (HOG). 
Rural property taxes can be remitted online during the period May 15, 12:00am to 11:59pm on July 2 of each calendar year. Outstanding accounts receive a 10% penalty effective July 3 and must be paid in person or by mail. 
The web form works in conjunction with Bambora, YG's online payment service to collect payment information. Limited information (transaction ID, date and information entered into the web form are stored in Bambora and are accessible by limited PAT employees for the purpose of reconciling accounts. The scope of this PIA is to replace the online payment system with a web form on the Drupal platform.",Community Services,,OGL-Yukon-2.0,CS-PIA-2021-02,2021-05-31,2022-08-01 09:06:31,2022-08-11 15:33:08,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/online-rural-property-taxation-form,56655
pia-summaries,Yukon Emergency Relief Program,"The Yukon Emergency Relief Program (YERP) supports Yukon businesses and nongovernment organizations (NGOs) impacted by the state of emergency declared on November 8, 2021, and restrictions imposed under the Civil Emergency Measures Act (CEMA). The funding program focuses on funding eligible fixed costs for businesses and non-recoverable financial commitments or incremental expenses incurred by NGOs for events cancelled or significantly altered due to CEMA orders.
The program is very similar to the Yukon Business Relief Program (YBRP) which was discussed in detail in the COVID-19 Stimulus Programs updated PIA completed in September 2021 (included in Appendix D). As noted in that PIA, any information collected relates to a business and not a specific individual.
YERP provides funding for eligible businesses that can demonstrate operating at a deficit as a direct result of the state of emergency. Funding is to cover eligible costs incurred from November 13, 2021 until 2 weeks following the end of the state of emergency. Documents
that applicant businesses will submit to support their application will include business revenue and fixed costs. Eligible fixed costs include: property taxes; business insurance; commercial rent or lease; electricity and heating; business licenses; mortgage interest on owned business premises; pest control; software, data services and financial and booking systems; telephone, cable, internet and satellite; vehicle leasing for vehicles used solely by the business; water, sewage and waste disposal. Home-based businesses are not eligible for
YERP.
YERP also provides funding for NGOs that can demonstrate they incurred costs relating to an event that was cancelled or significantly altered. Eligible events are those that were scheduled before November 8, 2021 and were intended to occur between November 13,
2021 and January 1, 2022. Due to additional restrictions imposed, the program was adjusted to include events scheduled between January 7 and February 5, 2022, or while the state of emergency was in place. The NGO may be eligible to receive a rebate to cover the actual
amounts incurred due to the cancellation of the event, or incremental costs for significantly altering the event in order to comply with health and safety measures (such as requiring a larger venue to accommodate the same number of guests). Examples of events include
conferences, trade and craft fairs; workshops with more than 25 confirmed participants; and seated, ticketed events (such as arts and sports). In this NGO stream, eligible costs may include perishable food and drinks; printing and advertising services; service booking and
cancellations with vendors; venue rental costs.
The program ended March 31, 2022.",Economic Development,,OGL-Yukon-2.0,ECD-PIA-2022-01,2022-05-25,2022-08-01 09:18:59,2022-08-01 09:18:59,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yukon-emergency-relief-program,56656
pia-summaries,Interactio - Remote Live Language Interpretation Services,"Background
Pursuant to the Yukon Languages Act, Government of Yukon departments and corporations must provide services and information in French to the public.
Public events such as workshops or information sessions are typically delivered in English only. Departments report that offering them in French can be challenging. Currently, this can be done either by enlisting a French-speaking facilitator and delivering a session in French, or flying in professional interpreters from outside the territory.
In the last 3 or 4 years, the market for conference interpretation has transformed as digital solutions became viable options for sustainable and flexible service offering. Interactio is a European company that provides such a service.
Interactio, a Lithuanian company, developed an app that provides live interpretation services for public presentations. The app lets users listen to a live audio translation (provided by interpreters working remotely) of a presentation on their own device. Since the translated
audio feed is cloud-based, attendees can tune in from anywhere in the world.
Interactio is compliant with the Association of International Conference Interpreters, who sets the standards for quality assurance in conference interpretation.
FLSD will establish a contract with Interactio and offer the app as a corporate solution to departments. Interactio can help YG overcome current challenges related to increasing French-language access to public.
Current state
FLSD piloted Interactio in September 2019 when Department of Health and Social Service (HSS) executives gathered for a 3-hour planning session for a healthcare clinic with bilingual services. All 12 users who tried the service were highly satisfied with it. 100% of users found
the service easy to use and would use this service again.
FLSD is currently completing all required assessments and examining procurement options before signing a contract with Interactio.",French Language Services Directorate,,OGL-Yukon-2.0,FLS-PIA-2021-01,2022-05-17,2022-08-01 09:48:28,2022-08-01 09:48:28,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/interactio-remote-live-language-interpretation,56657
pia-summaries,Independent Legal Advice,"The Victim Services Branch, Department of Justice provides services for victims of crime. The branch maintains a staff of approximately 18 people and is committed to delivering culturally appropriate and trauma-informed services.
The Independent Legal Advice (ILA) Project provides victims of intimate partner violence and/or sexualized violence with free legal advice and information.
The ILA project is managed by the Victim Services Branch and is for survivors of sexualized violence or intimate partner violence who want to explore their legal options. There is no requirement that an incident be reported to the police. Survivors can access the program at any time whether the incident took place recently, a few weeks or months ago, or if the case is historical The Independent Legal Advice Project is funded through an agreement with the Government of Canada. The project began providing service on May 7, 2020 and is scheduled to end on March 31, 2021. The project will be evaluated to determine if it met the objectives. Victim Services has submitted a proposal to the federal government for an additional five years of funding (2021- 2026).",Justice,,OGL-Yukon-2.0,JUS-PIA-2021-01,2021-03-17,2022-08-01 09:57:10,2022-08-01 09:57:10,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/independent-legal-advice,56658
pia-summaries,Yukon Road Trip Application,"The recommendation for creating a stand-alone mobile application emerged from the Digital Media Plan for Historic Sites (2015). The development of The Yukon Road Trip Mobile Application (""Road Trip Application"") follows a one-government approach by merging information held by different departments into a digital product to meet public user needs. 
The purpose of this project is to create a bilingual (English/French) mobile application that provides information regarding the amenities available at highway accessible campgrounds, cultural and historical points of interest, and wildlife viewing opportunities throughout the Yukon territory. The target audience is ""travellers within Yukon"" - both tourists and Yukon residents. The Yukon Road Trip Application will be evaluated after one year to gauge reach and effectiveness. Format and content changes may be undertaken following this evaluation. 
There are 278 highway accessible sites provided in the Road Trip Application. The Government of Yukon departments of Tourism and Culture, and Environment have published public information stored on the Yukon.ca website. The Road Trip Application will be available for download via Google Play for Android devices and the Apple App store for Apple/iOS devices. 
This is a cross-departmental project team with representatives from the departments of Highways and Public Works ICT e-Services, Environment's Wildlife Viewing Program and Yukon Parks, and Tourism and Culture's Historic Sites Unit. Public launch date is estimated for the winter of 2021.
Once launched, the Road Trip Application will be available to the public for the foreseeable future. 
The Road Trip Application will be launched in three phases: 
1.	Restricted Private Beta - App will be available for internal review by selected Yukon government employees. February 2019 (complete)
2.	Unrestricted Private Beta - App will be available for review by both selected Yukon government employees and members of the general public. Targeted user testing will be conducted during this phase. March 2020 (complete)
3.	App Store Launch - Application will be available to the public to download from the Apple iOS app store or Android Google Play Store. Winter 2021.",Tourism and Culture,,OGL-Yukon-2.0,TC-PIA-2021-02,2021-01-13,2022-08-01 11:18:59,2022-08-01 11:18:59,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yukon-road-trip-application,56659
pia-summaries,Yukon Panorama,"This Privacy Impact Assessment (“PIA”) was conducted on behalf of the Yukon Department of Health and Social Services (“HSS”) on the current standing of the Panorama system. Panorama is a web-based public health information management tool that provides authorized public health users with the ability to collect, share and analyze a wide range of public health information that is critical for addressing public health problems. Panorama supports public health programs such as immunization, and communicable disease, outbreak management, inventory and family health. Panorama is a point-of-service system accessed by the service providers who deliver these services, conduct health surveillance activities, such as the monitoring of infectious diseases, and perform program evaluation within British Columbia (BC) and Yukon. 

Panorama is organized as seven major functional components: 
• Communicable disease investigation management,
• Outbreak management,
• Immunization management,
• Materials / Vaccine Inventory management,
• Notifications management,
• Work management, and
• Family Health management.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2022-06,2022-07-29,2022-08-01 13:22:38,2022-08-03 14:03:09,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yukon-panorama,56660
pia-summaries,Early Learning Child Care Website,"Early childhood educators need coordinate training and networking opportunities for professional development. This supports high quality early learning and child care and improved outcomes for Yukon children.
Currently, the Government of Yukon has no website presence for early learning and child care educators. This publicly available website is a requirement of the Canada-Yukon Early Learning and Child Care Agreement Annex 3 & 4 2021-22 and it aligns with the government's mandate to implement the Yukon's universal early child care program.
The benefits of a website for early childhood educators include:
* The Government can show it is prioritizing its commitments to improve early learning and child care in the Yukon.
* Early childhood educators, any of whom work in isolation or with limited capacity to collaborate, will have supports, networks and communities of practice to support them in providing high quality early learning.
*Early childhood educators will feel valued in their field. This will support staff retention which underpins consistent early learning and child care services to Yukon children and families.
We anticipate approximately 350 early childhood educators and 75 licensed programs will access the website annually.",Education,,OGL-Yukon-2.0,EDU-PIA-2022-01,2022-06-22,2022-08-02 08:31:22,2022-08-02 08:31:22,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/early-learning-child-care-website,56663
pia-summaries,Yukon 511  Project,"Yukon government's (YG) Transportation Engineering Branch (TEB) leads and supports the Intelligent Transportation Systems (ITS) within YG. Part of this program development is the replacement of 511. TEB have historically been providers of bridge and highway work exclusively across Yukon, however, the branch has expanded with a team for ITS development and deployment. This team supports, leads and implements ITS projects across the Transportation Division and YG.
The Transportation Maintenance Branch (TMB) supports Yukon's multi-modal transportation systems. This is done with YG staff maintaining roads to a level that ensures safe and efficient use. Between TEB and TMB, is the management of highway rights-of-way and other lands and assets required for transportation purposes. Both branches develop and maintain 4,821 kilometers of Yukon roads.
YG currently has 11 highways and Yukon has a population of approximately 40,000, majority of which reside in Whitehorse. Most communities have cell connectivity, however, along most highways there is no cell service. Yukon's highways connect to British Columbia, Northwest Territories and Alaska. Temperatures can vary between -50C and +30C through the year. 
Currently, 511Yukon.ca is managed externally using the Telenium 511 system. This system is outdated and not adaptive to the constant technological change, and staff and public expectations of such a system.
YG requires a new Advanced Traveller Information Management System (ATIMS) to replace and improve upon the existing 511 Yukon platform, increase efficiencies on data management and provide a safety-driven, user-friendly interface to the public.
The development and evolution of the new Yukon 511 solution is an integral part of the Territory's future long-term transportation strategy. The new Yukon 511 is a cloud-based software called Travel-iQ provided and developed by IBI Group (IBI). The new Yukon 511 provides a secure, modern and supported system that provides centralized data management and a user-friendly ATIMS.
In replacing this system, the key functionality is focused on:
*road condition and traffic management;
*incident management;
*road and weather information systems;
*traffic control and management;
*work zone safety;
*Weight and bridge management; and
*data collection and management.
This new functionality includes providing detail information collected from various infrastructure elements put in place by the TEB ITS team, such as Mini road weather information systems, a data logger for roadbed temperature senor, radar traffic classifiers and traffic cameras. The information is then laid out on a visual map of the Yukon, allowing the public to see events, alerts, road closures and much more information.
A part of the new Yukon 511 system includes the ability for users to create an account if they wish. A user account is not required to use the Yukon 511 system. if a user signs up for an account, it allows for the user to create and save customized routes, create and save alerts for routes, create and save emergency alerts, set map layer preferences and personalize the camera view function (to display specific camera images).
No personal information is purposefully collected by any of the ITS infrastructure discussed above. however, the traffic cameras may inadvertently collect a person's image or an image of their vehicle. Please see the Traffic Cameras PIA for additional information.
The Yukon 511 system is accessible via website as well as a mobile application. The information in the system is the same between the website and mobile application. If the user chooses to provide the information while using the mobile application, route calculations and geolocation identification are collected. There is also an option to use the system over the phone, via an interactive voice response system (IVR), in which case a telephone number and audio recording of the telephone prompts are recorded for system improvement and audit purposes.
Web and audio analytics are also collected and used for system evaluation and improvements.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2022-04,2022-04-25,2022-08-02 09:06:11,2024-06-24 11:03:13,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yukon-511-project,56664
pia-summaries,Video Surveillance System,"Yukon Housing Corporation (YHC) was established in 1972 under the Housing Corporation Act. The Corporation provides social housing to low income tenants and staff housing in the communities; lends money to Yukoners to become home-owners, repair their homes, or improve the energy efficiency of their homes; and assists seniors and people with disabilities to meet accessibility needs.
Many of the YHC building provide housing to seniors and vulnerable persons who have expressed concerns for their safety based on previous incidents. This project will deploy video surveillance cameras at 15 multi-unit housing buildings in Whitehorse. It will fulfill the desire to provide safe and secure housing facilities and answer tenants’ demands for 24/7 surveillance.",Yukon Housing Corporation,,OGL-Yukon-2.0,YHC-PIA-2022-01,2022-08-05,2022-08-11 07:57:46,2022-08-11 07:57:46,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/video-surveillance-system,56676
pia-summaries,HSS Infolinx,"Infolinx is a records and information management software that enables the Yukon Government (“YG”) to track, manage, and audit the complete lifecycle of physical records. The software was initially implemented within YG in 2018 to replace an older file-level physical records management system. The Department of Health and Social Services (“HSS”) initiated use of the Infolinx software in February, 2022. Pervious privacy work has been conducted on the Infolinx system, including an HPW Privacy Impact Assessment (“PIA”) which was completed in March 2021. 

This HSS PIA will serve as a companion to the original HPW Infolinx PIA (2021) and highlight any differences or changes in the use of the Infolinx software within HSS, specifically to reference HIPMA as the legislative authority for the collection, use, and disclosure of Personal Health Information (“PHI”), and update the legal authority table for collection, use, and disclosure of Personal Information (PI) so it aligns with recent changes to the ATIPP Act.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2022-07,2022-08-10,2022-08-11 14:31:54,2022-08-11 14:31:54,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/hss-infolinx,56678
pia-summaries,FormStack,"The TMB Safety and Operations Unit had developed and is using online forms (FormStack) for collecting and managing program information. These online forms are the New Hire Form, Driver Evaluation Form, and the Notification of Event Form.

FormStack is the data management solution that has been selected during a previous pilot wherein users of the forms include employees and management. The use of FormStack software for online forms will facilitate collection of Operational Management System data at TMB Safety and Operations to ensure Occupational Health and Safety Regulations are being met.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2022-05,2022-08-26,2022-08-26 14:55:25,2022-08-26 14:55:25,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/formstack,56697
pia-summaries,"People, Metrics, Analytics and Projects (PMAP)","The People, Metrics, Analytics and Projects (PMAP) Branch within the Public Service Commission (PSC) is responsible for providing information to senior leaders and decision makers to enable evidence and data based decisions. The branch is using existing PSC data and transforms it into illustrative and dynamic models. These models will assist HR and senior management with evidence-based HR decision making.
The current identified source databases are within the control and custody of PSC and include:
1. Human Resources Management System (HRMS)
2. YG Learn
3. E-recruitment
The benefit of evidence-based data is that strategic planning and resources can be targeted to address specific workplace and business issues. For example, the analysis of diversity metrics will enable the HR and Diversity Branch to plan and prioritise initiatives for attracting and retaining diverse candidates to the workplace.
Without metrics, resources may be randomly applied to initiatives that may not address gaps. Evidence-based data therefore facilitates efficient use of resources towards impactful business and workplace solutions.",Public Service Commission,,OGL-Yukon-2.0,PSC-PIA-2022-01,2022-09-08,2022-09-09 13:03:40,2022-09-09 13:03:40,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/people-metrics-analytics-and-projects-pmap,56723
pia-summaries,One Government Approach to Safety (OGAS) - Safety Dashboard,"Yukon Workers Compensation Health and Safety Board (YWCHSB) collects claim information in order to administer and enforce the Worker's Compensation Act. Under the Workers' Compensation Act, employers have the right to information about a worker's work-related injury.
The Public Service Commission (PSC), as the employer of the Yukon Government, and the YWCHSB are entering into an information sharing agreement, in which the purpose of the agreement is to promote worker health and safety by using statistical information to understand the current claim trends and report on the findings. This will be done by developing a safety dashboard with aggregated data and supplying information to departments on aggregated claim information. Furthermore, PSC may use the information to respond to individual departmental information requests related to their overall claims (aggregated numbers only).
PSC will receive a monthly data extract (of Excel entries) containing details of all current claims submitted by YG employees. The data extract includes individual data sets that are anonymized, but, when combined with other information the employer may have or publicly available, could be used to identify an individual. The detailed information is required by the employer in order to provide summary reports based on the various data points provided. Datasets will be converted into diagrams on an Excel file.",Public Service Commission,,OGL-Yukon-2.0,PSC-PIA-2022-02,2022-04-22,2022-09-23 08:33:36,2022-09-23 08:33:36,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/one-government-approach-safety-ogas-safety,56745
pia-summaries,eRebates Project,"The Department of Energy, Mines and Resources (EMR), Energy Branch, delivers energy efficiency programming to residential and commercial clients. Due to a 300% increase in program funding, developing a robust data management system will play a critical role in managing program expansion.
The purpose of the e-Rebates project is to enable the public to apply online for rebates and the ability to view energy program information.
The online form submission will improve the client's access and experience of applying for and receiving energy rebates. The initiative will reduce the lead time between client rebate submission and payment, simplify documentation requirements and reduce errors. Additionally, it will reduce administrative burden and data entry errors.
The objective of this initiative is to shorten the rebate payment timeframe from 8 weeks to 4 weeks. The Energy Branch will deploy a software as a Solution (SAAS) application system that will replace the existing developed in-house Access database to support this initiative.","Energy, Mines and Resources",,OGL-Yukon-2.0,EMR-PIA-2021-01,2019-10-07,2022-10-04 12:35:05,2022-10-04 12:35:05,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/erebates-project,56755
pia-summaries,in1Touch Licensing Online System,"The Professional Licensing and Regulatory Affairs (PLRA) branch in Community Services Regulatory Affairs and Consumer Services program is implementing an online licensing system to manage the registration, licensing and regulation of Licensed Professional Nurses (LPN), Registered Psychiatric Nurses (RPN) and Physiotherapists. This new system, in1Touch, replaces current paper-based processes, and will allow for licensees to manage their applications and license renewals online.

The information collected, used and disclosed by PLRA is made in accordance with the Licensed Practical Nurses Act and Health Professions Act (Registered Psychiatric Nurses and Physiotherapists) and related regulations.",Community Services,,OGL-Yukon-2.0,CS-PIA-2022-02,2022-09-23,2022-10-11 15:07:38,2024-04-30 13:20:16,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/in1touch-licensing-online-system,56763
pia-summaries,Class 3 & 4 Quartz Pre and Post-Season Online Reporting,"Class 3 and 4 quartz mines are assessed by the Yukon Environmental and Socio-economic Assessment Board (YESAB). Class 4 quartz mines also require a water license. Both YESAB and the Water Board maintain public registries online (see Waterline and the YESAB Online Registry). In addition, section 5 of the Quartz Mining Act states that ""All books of record and documents filed in the office of a mining recorded shall, during office hours, be open to public inspection free of charge."" This includes class 3 and 4 pre and post season reports. While personal information may be contained in these registries and reports, it is by no means sensitive.
Mineral Resources branch (MRB) requires authorized class 3 and 4 quartz mining operators (Operators) to complete pre and post-season reports per s.9(2)(d)(ii) of the Quartz Mining Land Use Regulations. These reports help MRB monitor and ensure that Operators are compliant with their authorizations.
Historically, operators have submitted completed forms by email, mail or fax to the branch and information is saved on YG network drives. This process is inefficient because it is difficult for staff to track which Operator has submitted what report and makes it impractical, if not impossible to compile and map ground disturbance by area Furthermore, MRB has no control over the format and the quality of information being submitted.
The new reports, which will be completed by Operators in a Survey123 web app and saved to ArcGIS online as well as to YG's Geospatial warehouse will help MRB to streamline operations, improve data integrity as well as increase operational efficiencies.","Energy, Mines and Resources",,OGL-Yukon-2.0,EMR-PIA-2022-01,2022-10-11,2022-10-12 08:24:34,2022-10-12 08:24:34,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/class-3-4-quartz-pre-and-post-season-online,56764
pia-summaries,Mobile Crisis Unit,"The Health and Social Services’ (HSS) Mental Wellness and Substance Use Services (MWSU) is collaborating with the Yukon Royal Canadian Mounted Police (“RCMP”) to form a Mobile Crisis Unit in Whitehorse that will increase support to individuals experiencing a mental health crisis.

A 911 call can be dispatched to the Mobile Crisis Unit (or “MCU”) when it relates to a mental health issue or suicide risk. A Mobile Crisis Unit is comprised of a Mental Health Clinician from MWSU (“the Clinician”) and a Yukon RCMP officer, who travel to the place where the individual is located to provide them with immediate support.

It is worth noting that the Mobile Crisis Unit will operate during specific hours only. Indeed, although Yukon RCMP are available 24/7, the Mobile Crisis Unit will have limited hours that reflect the highest volume of mental health calls.",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2022-08,2022-10-28,2022-10-28 15:43:08,2022-10-28 15:43:08,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/mobile-crisis-unit,56822
pia-summaries,Better Buildings Program,"The Better Buildings Program (BBP) is a shared service initiative between the Departments of Community Services and Energy, Mines and Resources. This new program will provide Yukon property owners with funding to undertake energy-efficient retrofits to improve energy performance to residential and commercial buildings.",Community Services,,OGL-Yukon-2.0,CS-EMR-PIA-2022-03,2022-11-01,2022-11-02 15:24:58,2024-04-30 13:20:24,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/better-buildings-program,56830
pia-summaries,LifeWorks,"The LifeWorks Employees and Family Assistance Program (EFAP) will support the Yukon Government's employees and their family members with full spectrum access via a wellbeing technology platform. This platform and application will improve employee health and overall productivity with 24/7/365 support that can be accessed through the LifeWorks wellbeing app on any smart device or computer.
This PIA will assess privacy considerations associated with the new access points such as the authentication processes and linking employee accounts through the Single Sign On Process.",Public Service Commission,,OGL-Yukon-2.0,PSC-PIA-2022-03,2022-11-03,2022-11-08 07:55:19,2022-11-08 07:55:19,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/lifeworks,56837
pia-summaries,YG Online Marketplace - Vroozi,"The Yukon Government is implementing a one stop shop procurement solution and has chosen Vroozi as the e-procurement vendor. Vroozi offers an entire suite of procurement solutions, facilitates seamless digital supplier collaboration, and improves the efficiency and effectiveness of procurement and financial operations. The accounts payable platform automates the procure-to-pay process and includes business purchasing, supplier invoices, payments and spend management.

The Vroozi launch will include Vroozi Purchase (which includes Catalog, Marketplace, Integration, Invoice + Intelligence), Supplier Portal and Vroozi Analytics modules.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2022-06,2022-11-14,2022-11-17 11:02:34,2022-11-17 11:02:34,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yg-online-marketplace-vroozi,56858
pia-summaries,Indigenous Training Program,"The Department of Highways and Public Works (HPW) is committed to support the implementation of Breaking Trail Together , a 10-year strategic plan to achieve a representative Yukon public service that is inclusive of the Yukon First Nation people. One of the ways for HPW to support this strategic plan is by implementing a new Indigenous Training Pilot Program through the Supply Services Branch.

The Indigenous Training Pilot Program is a new program in the Yukon Government with the anticipation for implementation starting November 2022. This pilot program has the desire to increase Indigenous representation in the government as another crucial step toward reconciliation. It also aims to help Indigenous youth to the the Yukon Government workforce by providing suitable on-the-job training to facilitate skill development, training, and mentorship as well as other supports which will create a safe, supportive, and rewarding work experience for all Indigenous recruits.",Highways and Public Works,,OGL-Yukon-2.0,HPW-PIA-2022-07,2022-11-14,2022-11-17 13:52:29,2022-11-17 13:52:29,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/indigenous-training-program,56859
pia-summaries,Water Board Website,"Yukon Water Board Secretariat is seeking to refresh its website to improve usability and provide a more intuitive, flexible, and informative digital experience to the public. Develop a redesigned website on Drupal 9 with Drupal enabled search capabilities and integrated with Auth0. The new website (referred here as “the Water Board Website”) provides users with a more intuitive, robust, and flexible user experience. The new site includes a file repository hosted internally and private viewing functionality for Water Board and WB Secretariat staff.",Executive Council Office,,OGL-Yukon-2.0,ECO-PIA-2022-01,2022-10-31,2022-11-18 13:33:58,2022-11-18 13:33:58,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/water-board-website,56860
pia-summaries,Yukon Archives Artist in Residence Program,"The Yukon Archives Artist in Residence Program is a 9-week residence program established as part of the celebration which commemorates the Yukon Archives' 50th anniversary. Applicants will submit application form and supporting material for evaluation. Through this unique residency, artist(s) will be able to experience the various materials, facilities and services Yukon Archives (YA) has to offer. Yukon Archives is dedicated to connecting with the broader community through this program and are excited to encourage the use of their resources during all stages of artistic development.",Tourism and Culture,,OGL-Yukon-2.0,TC-PIA-2022-02,2022-11-30,2022-11-30 14:03:50,2022-11-30 14:03:50,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yukon-archives-artist-residence-program,56891
pia-summaries,AirWatch Workspace One Unified Endpoint Management,"The deployment of the VMware AirWatch Workspace One Unified Endpoint Management (UEM) tool is intended to replace the existing UEM program that is currently installed in all ECO owned and associated devices. This system allows for remote management, security, and access to these devices to allow them to operate in the YG corporate IT environment.
This PIA will cover the UEM dashboard, which is accessed primarily by the IT Support Technician and the Manager, IMT, through an online portal provided by the platform. It also includes the AirWatch application, typically used by the end-users, as well as the information acquired by both the application and the Dashboard. This app will be installed in all ECO-owned devices and ECO Bring Your Own Device (BYOD) program devices. Much of the data collected by this application and supporting dashboard would not, by themselves, constitute personal information. However, the same amalgam of data, either on its own or paired with easily accessible public information, do constitute a collection of personal information and will therefore need to be managed appropriately.",Executive Council Office,,OGL-Yukon-2.0,ECO-PIA-2022-02,2022-11-28,2022-12-01 12:33:34,2022-12-01 12:33:34,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/airwatch-workspace-one-unified-endpoint,56896
pia-summaries,Microsoft 365 Cloud Services - HSS,"The Government of Yukon (""YG"") has purchased Microsoft E3 licensing and has implemented the Microsoft 365 suite of cloud services (M365) across the government departments, including Health and Social Services (""HSS""). HPW will manage M365 on behalf of HSS and other YG departments. M365 offers state-of-the-art information technology services which will enable YG to achieve better outcomes, while lowering the overall cost and complexity of YG's IT services. In addition, MS holds the highest levels of industry-level certifications with regards to information security: ISO 27001 and 270018, FedRAMP, SOC 1 and 2 and Cloud Security Alliance's STAR Certification.

Microsoft provides all the infrastructure, including all the applications, operating system, cloud management, and network software, including the server and storage hardware elements required to support these software components. Microsoft has no standing access to the service components that YG is responsible for, namely, applications configurations, and all applications data in their cloud SaaS solution. MS only interacts with customer data under exceptional circumstances for the purpose of providing support services when a problem cannot be self-remedied by the customer's own IT or inhouse support teams.

 This PIA will focus on HSS' use of the M365 products, as managed on their behalf by the HPW. It is a companion PIA that will focus exclusively on the privacy considerations related to HSS' use of these HPW managed applications. HPW has conducted a full PIA, which should be read in conjunction with this companion PIA for a fulsome understanding of the product(s).",Health and Social Services,,OGL-Yukon-2.0,HSS-PIA-2022-10,2022-12-21,2023-01-03 17:07:44,2023-01-03 17:07:44,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/microsoft-365-cloud-services-hss,56956
pia-summaries,Yukon Heritage Information System,"The Historic Sites unit (Historic Sites) with the Department of Tourism and Culture (T&C) provides for the research, preservation, management, development and interpretation of Yukon's historic places. Historic Sites takes part in implementing the Historic Resources Act and the Government of Yukon heritage obligations under the Umbrella Final Agreement and the individual First Nation final agreements. This work is assisted by multiple research and site record databases, including the Yukon Historic Site Inventory (YHSI) application and additional research and interpretive site management databases.
A Yukon Heritage Information System (YHSI or the Database) review project, completed in 2020, determined that the current databases needed to be upgraded. The current project aims to create a reliable and secure online application to store historical and current information about the historic sites in Yukon. The goal is to provide a central repository of all historic sites databases with options for controlled access to protect sensitive information as well as for subsets of information to be made publicly available, while ensuring the security of all data.
The System will also be linked to the Yukon Register of Historic Places (Register), which is a publicly accessible database, found at http://register.yukonhistoricplaces.ca/. The information contained on the Registry is required to be shared under section 24 and 55 of the Historic Resources Act.",Tourism and Culture,,OGL-Yukon-2.0,TC-PIA-2022-03,2022-12-22,2023-01-04 09:25:52,2023-01-04 09:25:52,https://open.yukon.ca/access-information/privacy-impact-assessment-summary/yukon-heritage-information-system,56957
